ID,DataRow ID,Labeled Data,Label,Created By,Project Name,Created At,Updated At,Seconds to Label,External ID,Agreement,Benchmark Agreement,Benchmark ID,Benchmark Reference ID,Dataset Name,Reviews,View Label
ckcavm1lw1oaq0y478ffl6voo,ckcav55w65smi0bo83xme6e3e,https://storage.labelbox.com/ckcav026m00ui07153ar12b39%2F8fba3bb4-bebf-3a9f-42f2-8683899784db-images_15.jpg?Expires=1595272423321&KeyName=labelbox-assets-key-1&Signature=qLDjV9xFi_zb0PvMjGbWToCXKps,"{""objects"":[{""featureId"":""ckcavm08z3miq0y6fcrnsekod"",""schemaId"":""ckcavegzz3lza0y6fa11y43fh"",""title"":""Car_num_plate"",""value"":""car_num_plate"",""color"":""#FF0000"",""bbox"":{""top"":96,""left"":85,""height"":31,""width"":100},""instanceURI"":""https://api.labelbox.com/masks/feature/ckcavm08z3miq0y6fcrnsekod?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJja2NhdjAyNzdmaHAwMDc3OGNtNW9hbTQ0Iiwib3JnYW5pemF0aW9uSWQiOiJja2NhdjAyNm0wMHVpMDcxNTNhcjEyYjM5IiwiaWF0IjoxNTk0MDYyODIzLCJleHAiOjE1OTY2NTQ4MjN9.wbaVb6C88pFrWNHP59Q2SOp_wEkKehjSeTI0fh-q90Y""}],""classifications"":[]}",manjunathn04@gmail.com,CarDataset,1594062428000,1594062515000,4.347,images_15.jpg,-1,-1,,,Car_num_plate,[],https://editor.labelbox.com?project=ckcav36kp00y60720wmt4e4lz&label=ckcavm1lw1oaq0y478ffl6voo
ckcavm7163mj60y6fgrbi09m3,ckcav55w85sq20bo813q15ns4,https://storage.labelbox.com/ckcav026m00ui07153ar12b39%2F8c1d4fe6-e917-9deb-923b-947ba6ae19a4-images_60.jpg?Expires=1595272423324&KeyName=labelbox-assets-key-1&Signature=FYG5YGWBSMvN-y_RUreMDzbT2oo,"{""objects"":[{""featureId"":""ckcavm5tn1ob60y473hi61q8s"",""schemaId"":""ckcavegzz3lza0y6fa11y43fh"",""title"":""Car_num_plate"",""value"":""car_num_plate"",""color"":""#FF0000"",""bbox"":{""top"":54,""left"":60,""height"":44,""width"":117},""instanceURI"":""https://api.labelbox.com/masks/feature/ckcavm5tn1ob60y473hi61q8s?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJja2NhdjAyNzdmaHAwMDc3OGNtNW9hbTQ0Iiwib3JnYW5pemF0aW9uSWQiOiJja2NhdjAyNm0wMHVpMDcxNTNhcjEyYjM5IiwiaWF0IjoxNTk0MDYyODIzLCJleHAiOjE1OTY2NTQ4MjN9.wbaVb6C88pFrWNHP59Q2SOp_wEkKehjSeTI0fh-q90Y""}],""classifications"":[]}",manjunathn04@gmail.com,CarDataset,1594062435000,1594062515000,4.082,images_60.jpg,-1,-1,,,Car_num_plate,[],https://editor.labelbox.com?project=ckcav36kp00y60720wmt4e4lz&label=ckcavm7163mj60y6fgrbi09m3
ckcavmeml3uiv0y6g18swb1b0,ckcav55w65smu0bo81983e6xn,https://storage.labelbox.com/ckcav026m00ui07153ar12b39%2F2efc05a5-3f51-0ca3-a0fb-a034f2daf1e1-images_18.jpg?Expires=1595272423325&KeyName=labelbox-assets-key-1&Signature=vaHC21he28vmw2Yo8BW2AvkAMH0,"{""objects"":[{""featureId"":""ckcavmd683uiu0y6ght0qhhpa"",""schemaId"":""ckcavegzz3lza0y6fa11y43fh"",""title"":""Car_num_plate"",""value"":""car_num_plate"",""color"":""#FF0000"",""bbox"":{""top"":94,""left"":61,""height"":66,""width"":135},""instanceURI"":""https://api.labelbox.com/masks/feature/ckcavmd683uiu0y6ght0qhhpa?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJja2NhdjAyNzdmaHAwMDc3OGNtNW9hbTQ0Iiwib3JnYW5pemF0aW9uSWQiOiJja2NhdjAyNm0wMHVpMDcxNTNhcjEyYjM5IiwiaWF0IjoxNTk0MDYyODIzLCJleHAiOjE1OTY2NTQ4MjN9.wbaVb6C88pFrWNHP59Q2SOp_wEkKehjSeTI0fh-q90Y""}],""classifications"":[]}",manjunathn04@gmail.com,CarDataset,1594062445000,1594062515000,6.201,images_18.jpg,-1,-1,,,Car_num_plate,[],https://editor.labelbox.com?project=ckcav36kp00y60720wmt4e4lz&label=ckcavmeml3uiv0y6g18swb1b0
ckcavmjo01oby0y4749tkb4qy,ckcav55w95sqe0bo8dkoyfkaa,https://storage.labelbox.com/ckcav026m00ui07153ar12b39%2Fd62857d6-7623-d179-7c7f-ac7a8f25adef-images_63.jpg?Expires=1595272423325&KeyName=labelbox-assets-key-1&Signature=Bc3ebUvgHIcStKW71j4-g4Rh1dU,"{""objects"":[{""featureId"":""ckcavmikd1obx0y479r65ffd9"",""schemaId"":""ckcavegzz3lza0y6fa11y43fh"",""title"":""Car_num_plate"",""value"":""car_num_plate"",""color"":""#FF0000"",""bbox"":{""top"":109,""left"":83,""height"":32,""width"":134},""instanceURI"":""https://api.labelbox.com/masks/feature/ckcavmikd1obx0y479r65ffd9?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJja2NhdjAyNzdmaHAwMDc3OGNtNW9hbTQ0Iiwib3JnYW5pemF0aW9uSWQiOiJja2NhdjAyNm0wMHVpMDcxNTNhcjEyYjM5IiwiaWF0IjoxNTk0MDYyODIzLCJleHAiOjE1OTY2NTQ4MjN9.wbaVb6C88pFrWNHP59Q2SOp_wEkKehjSeTI0fh-q90Y""}],""classifications"":[]}",manjunathn04@gmail.com,CarDataset,1594062452000,1594062515000,3.5,images_63.jpg,-1,-1,,,Car_num_plate,[],https://editor.labelbox.com?project=ckcav36kp00y60720wmt4e4lz&label=ckcavmjo01oby0y4749tkb4qy
ckcavmpu01oce0y47bg2w3l41,ckcav55w65sn60bo87akh93zt,https://storage.labelbox.com/ckcav026m00ui07153ar12b39%2F5508feaf-f9fd-db19-4c00-d4460bffa7ee-images_24.jpg?Expires=1595272423326&KeyName=labelbox-assets-key-1&Signature=8BNT6D7rqsFGi8jEH9NwewNsX1A,"{""objects"":[{""featureId"":""ckcavmorf3ujs0y6g0gj52zh3"",""schemaId"":""ckcavegzz3lza0y6fa11y43fh"",""title"":""Car_num_plate"",""value"":""car_num_plate"",""color"":""#FF0000"",""bbox"":{""top"":121,""left"":102,""height"":24,""width"":78},""instanceURI"":""https://api.labelbox.com/masks/feature/ckcavmorf3ujs0y6g0gj52zh3?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJja2NhdjAyNzdmaHAwMDc3OGNtNW9hbTQ0Iiwib3JnYW5pemF0aW9uSWQiOiJja2NhdjAyNm0wMHVpMDcxNTNhcjEyYjM5IiwiaWF0IjoxNTk0MDYyODIzLCJleHAiOjE1OTY2NTQ4MjN9.wbaVb6C88pFrWNHP59Q2SOp_wEkKehjSeTI0fh-q90Y""}],""classifications"":[]}",manjunathn04@gmail.com,CarDataset,1594062460000,1594062515000,4.473,images_24.jpg,-1,-1,,,Car_num_plate,[],https://editor.labelbox.com?project=ckcav36kp00y60720wmt4e4lz&label=ckcavmpu01oce0y47bg2w3l41
ckcavmwml1od10y477od1aqwc,ckcav55w95sqq0bo8eiydgcu9,https://storage.labelbox.com/ckcav026m00ui07153ar12b39%2Ffc6cd639-b947-80db-afc4-955c17e22cfb-images_66.jpg?Expires=1595272423326&KeyName=labelbox-assets-key-1&Signature=yNKBC-WM97RIriwRKZ43x_7d4zY,"{""objects"":[{""featureId"":""ckcavmvb53mkg0y6fdo4p5dvy"",""schemaId"":""ckcavegzz3lza0y6fa11y43fh"",""title"":""Car_num_plate"",""value"":""car_num_plate"",""color"":""#FF0000"",""bbox"":{""top"":110,""left"":100,""height"":45,""width"":121},""instanceURI"":""https://api.labelbox.com/masks/feature/ckcavmvb53mkg0y6fdo4p5dvy?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJja2NhdjAyNzdmaHAwMDc3OGNtNW9hbTQ0Iiwib3JnYW5pemF0aW9uSWQiOiJja2NhdjAyNm0wMHVpMDcxNTNhcjEyYjM5IiwiaWF0IjoxNTk0MDYyODIzLCJleHAiOjE1OTY2NTQ4MjN9.wbaVb6C88pFrWNHP59Q2SOp_wEkKehjSeTI0fh-q90Y""}],""classifications"":[]}",manjunathn04@gmail.com,CarDataset,1594062469000,1594062516000,5.646,images_66.jpg,-1,-1,,,Car_num_plate,[],https://editor.labelbox.com?project=ckcav36kp00y60720wmt4e4lz&label=ckcavmwml1od10y477od1aqwc
ckcavn2oa3uki0y6g048sbyuh,ckcav55w65sni0bo82lnx1h5h,https://storage.labelbox.com/ckcav026m00ui07153ar12b39%2Ffe43878b-1b4e-8080-18f0-356f1d51fa5d-images_30.jpg?Expires=1595272423327&KeyName=labelbox-assets-key-1&Signature=349JbTv9CH-KQTfKny-EmsDfFkM,"{""objects"":[{""featureId"":""ckcavn1l71oda0y476i361h7d"",""schemaId"":""ckcavegzz3lza0y6fa11y43fh"",""title"":""Car_num_plate"",""value"":""car_num_plate"",""color"":""#FF0000"",""bbox"":{""top"":129,""left"":43,""height"":27,""width"":77},""instanceURI"":""https://api.labelbox.com/masks/feature/ckcavn1l71oda0y476i361h7d?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJja2NhdjAyNzdmaHAwMDc3OGNtNW9hbTQ0Iiwib3JnYW5pemF0aW9uSWQiOiJja2NhdjAyNm0wMHVpMDcxNTNhcjEyYjM5IiwiaWF0IjoxNTk0MDYyODIzLCJleHAiOjE1OTY2NTQ4MjN9.wbaVb6C88pFrWNHP59Q2SOp_wEkKehjSeTI0fh-q90Y""}],""classifications"":[]}",manjunathn04@gmail.com,CarDataset,1594062476000,1594062516000,4.757,images_30.jpg,-1,-1,,,Car_num_plate,[],https://editor.labelbox.com?project=ckcav36kp00y60720wmt4e4lz&label=ckcavn2oa3uki0y6g048sbyuh
ckcavn9o63ul50y6g9t9mh4pg,ckcav55w65snu0bo8051iadeu,https://storage.labelbox.com/ckcav026m00ui07153ar12b39%2F710576a8-1948-efea-6803-b26babae279c-images_35.jpg?Expires=1595272423328&KeyName=labelbox-assets-key-1&Signature=MW3YHQyTPWrhf-E5z_rAK9nAIKg,"{""objects"":[{""featureId"":""ckcavn8hj1odx0y47ht78gh5d"",""schemaId"":""ckcavegzz3lza0y6fa11y43fh"",""title"":""Car_num_plate"",""value"":""car_num_plate"",""color"":""#FF0000"",""bbox"":{""top"":109,""left"":109,""height"":24,""width"":86},""instanceURI"":""https://api.labelbox.com/masks/feature/ckcavn8hj1odx0y47ht78gh5d?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJja2NhdjAyNzdmaHAwMDc3OGNtNW9hbTQ0Iiwib3JnYW5pemF0aW9uSWQiOiJja2NhdjAyNm0wMHVpMDcxNTNhcjEyYjM5IiwiaWF0IjoxNTk0MDYyODIzLCJleHAiOjE1OTY2NTQ4MjN9.wbaVb6C88pFrWNHP59Q2SOp_wEkKehjSeTI0fh-q90Y""}],""classifications"":[]}",manjunathn04@gmail.com,CarDataset,1594062485000,1594062516000,6.024,images_35.jpg,-1,-1,,,Car_num_plate,[],https://editor.labelbox.com?project=ckcav36kp00y60720wmt4e4lz&label=ckcavn9o63ul50y6g9t9mh4pg
ckcavnha03mm20y6fgiy8bygo,ckcav55w65so60bo83z6bfjzw,https://storage.labelbox.com/ckcav026m00ui07153ar12b39%2Ffd9689d8-a58d-e469-9fc4-14fd184987e9-images_39.jpg?Expires=1595272423328&KeyName=labelbox-assets-key-1&Signature=c4DkKUcWUBs3TZUuVNlP43tGvco,"{""objects"":[{""featureId"":""ckcavng9c3mm10y6f0cx23hdo"",""schemaId"":""ckcavegzz3lza0y6fa11y43fh"",""title"":""Car_num_plate"",""value"":""car_num_plate"",""color"":""#FF0000"",""bbox"":{""top"":80,""left"":100,""height"":25,""width"":58},""instanceURI"":""https://api.labelbox.com/masks/feature/ckcavng9c3mm10y6f0cx23hdo?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJja2NhdjAyNzdmaHAwMDc3OGNtNW9hbTQ0Iiwib3JnYW5pemF0aW9uSWQiOiJja2NhdjAyNm0wMHVpMDcxNTNhcjEyYjM5IiwiaWF0IjoxNTk0MDYyODIzLCJleHAiOjE1OTY2NTQ4MjN9.wbaVb6C88pFrWNHP59Q2SOp_wEkKehjSeTI0fh-q90Y""}],""classifications"":[]}",manjunathn04@gmail.com,CarDataset,1594062495000,1594062516000,6.26,images_39.jpg,-1,-1,,,Car_num_plate,[],https://editor.labelbox.com?project=ckcav36kp00y60720wmt4e4lz&label=ckcavnha03mm20y6fgiy8bygo
ckcavnn4c1oet0y47557n2wrx,ckcav55w75soi0bo8d7ep9sqb,https://storage.labelbox.com/ckcav026m00ui07153ar12b39%2Fd742ef31-e4dd-15c0-de13-38de206e9864-images_42.jpg?Expires=1595272423329&KeyName=labelbox-assets-key-1&Signature=lH4EbNgZlBX_yUeMO1nEwI4ceIs,"{""objects"":[{""featureId"":""ckcavnlgv3mmd0y6f0mpmhq1w"",""schemaId"":""ckcavegzz3lza0y6fa11y43fh"",""title"":""Car_num_plate"",""value"":""car_num_plate"",""color"":""#FF0000"",""bbox"":{""top"":119,""left"":192,""height"":30,""width"":106},""instanceURI"":""https://api.labelbox.com/masks/feature/ckcavnlgv3mmd0y6f0mpmhq1w?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJja2NhdjAyNzdmaHAwMDc3OGNtNW9hbTQ0Iiwib3JnYW5pemF0aW9uSWQiOiJja2NhdjAyNm0wMHVpMDcxNTNhcjEyYjM5IiwiaWF0IjoxNTk0MDYyODIzLCJleHAiOjE1OTY2NTQ4MjN9.wbaVb6C88pFrWNHP59Q2SOp_wEkKehjSeTI0fh-q90Y""}],""classifications"":[]}",manjunathn04@gmail.com,CarDataset,1594062503000,1594062517000,3.955,images_42.jpg,-1,-1,,,Car_num_plate,[],https://editor.labelbox.com?project=ckcav36kp00y60720wmt4e4lz&label=ckcavnn4c1oet0y47557n2wrx
ckcavnsfj3umg0y6ghkl54qdm,ckcav55w75sou0bo871or0spf,https://storage.labelbox.com/ckcav026m00ui07153ar12b39%2F734e0433-45c1-503c-d4a4-cff341a28965-images_47.jpg?Expires=1595272423329&KeyName=labelbox-assets-key-1&Signature=fKz62GSUsSjChKQZZGvGPxX1hzM,"{""objects"":[{""featureId"":""ckcavnr7h3mmf0y6fgau6ds87"",""schemaId"":""ckcavegzz3lza0y6fa11y43fh"",""title"":""Car_num_plate"",""value"":""car_num_plate"",""color"":""#FF0000"",""bbox"":{""top"":95,""left"":69,""height"":37,""width"":109},""instanceURI"":""https://api.labelbox.com/masks/feature/ckcavnr7h3mmf0y6fgau6ds87?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJja2NhdjAyNzdmaHAwMDc3OGNtNW9hbTQ0Iiwib3JnYW5pemF0aW9uSWQiOiJja2NhdjAyNm0wMHVpMDcxNTNhcjEyYjM5IiwiaWF0IjoxNTk0MDYyODIzLCJleHAiOjE1OTY2NTQ4MjN9.wbaVb6C88pFrWNHP59Q2SOp_wEkKehjSeTI0fh-q90Y""}],""classifications"":[]}",manjunathn04@gmail.com,CarDataset,1594062510000,1594062517000,3.638,images_47.jpg,-1,-1,,,Car_num_plate,[],https://editor.labelbox.com?project=ckcav36kp00y60720wmt4e4lz&label=ckcavnsfj3umg0y6ghkl54qdm
ckcavnx0q1ofu0y474ky29te8,ckcav55w55slm0bo873kj347x,https://storage.labelbox.com/ckcav026m00ui07153ar12b39%2F2d9bfa88-8b6a-5f4d-4361-f7e678d11496-images_2.jpg?Expires=1595272423330&KeyName=labelbox-assets-key-1&Signature=YQD3CK_jm-TAgkwN3bdrqIcB6uA,"{""objects"":[{""featureId"":""ckcavnvua1ofr0y47g8t82ex7"",""schemaId"":""ckcavegzz3lza0y6fa11y43fh"",""title"":""Car_num_plate"",""value"":""car_num_plate"",""color"":""#FF0000"",""bbox"":{""top"":132,""left"":69,""height"":17,""width"":75},""instanceURI"":""https://api.labelbox.com/masks/feature/ckcavnvua1ofr0y47g8t82ex7?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJja2NhdjAyNzdmaHAwMDc3OGNtNW9hbTQ0Iiwib3JnYW5pemF0aW9uSWQiOiJja2NhdjAyNm0wMHVpMDcxNTNhcjEyYjM5IiwiaWF0IjoxNTk0MDYyODIzLCJleHAiOjE1OTY2NTQ4MjN9.wbaVb6C88pFrWNHP59Q2SOp_wEkKehjSeTI0fh-q90Y""}],""classifications"":[]}",manjunathn04@gmail.com,CarDataset,1594062516000,1594062637000,2.682,images_2.jpg,-1,-1,,,Car_num_plate,[],https://editor.labelbox.com?project=ckcav36kp00y60720wmt4e4lz&label=ckcavnx0q1ofu0y474ky29te8
ckcavo6xb3mo00y6f680s4mzq,ckcav55w85sp60bo8gu1e1kv0,https://storage.labelbox.com/ckcav026m00ui07153ar12b39%2F30083e89-fd4d-a773-71f7-335f2434e148-images_51.jpg?Expires=1595272423330&KeyName=labelbox-assets-key-1&Signature=Enq2pis7fJvRMziccRO45GZwgWg,"{""objects"":[{""featureId"":""ckcavo5ez3mny0y6f244b32al"",""schemaId"":""ckcavegzz3lza0y6fa11y43fh"",""title"":""Car_num_plate"",""value"":""car_num_plate"",""color"":""#FF0000"",""bbox"":{""top"":95,""left"":30,""height"":57,""width"":151},""instanceURI"":""https://api.labelbox.com/masks/feature/ckcavo5ez3mny0y6f244b32al?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJja2NhdjAyNzdmaHAwMDc3OGNtNW9hbTQ0Iiwib3JnYW5pemF0aW9uSWQiOiJja2NhdjAyNm0wMHVpMDcxNTNhcjEyYjM5IiwiaWF0IjoxNTk0MDYyODIzLCJleHAiOjE1OTY2NTQ4MjN9.wbaVb6C88pFrWNHP59Q2SOp_wEkKehjSeTI0fh-q90Y""}],""classifications"":[]}",manjunathn04@gmail.com,CarDataset,1594062529000,1594062637000,3.999,images_51.jpg,-1,-1,,,Car_num_plate,[],https://editor.labelbox.com?project=ckcav36kp00y60720wmt4e4lz&label=ckcavo6xb3mo00y6f680s4mzq
ckcavoeh13unw0y6g3r347h9x,ckcav55w55sly0bo85lcuhno5,https://storage.labelbox.com/ckcav026m00ui07153ar12b39%2F90437406-13ca-fb61-aec0-3db91bdcd9dc-images_6.jpg?Expires=1595272423331&KeyName=labelbox-assets-key-1&Signature=bEseO7RI3UvA67PIwqL6c5yJsaw,"{""objects"":[{""featureId"":""ckcavodcj1ohu0y478tr514ud"",""schemaId"":""ckcavegzz3lza0y6fa11y43fh"",""title"":""Car_num_plate"",""value"":""car_num_plate"",""color"":""#FF0000"",""bbox"":{""top"":107,""left"":80,""height"":26,""width"":90},""instanceURI"":""https://api.labelbox.com/masks/feature/ckcavodcj1ohu0y478tr514ud?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJja2NhdjAyNzdmaHAwMDc3OGNtNW9hbTQ0Iiwib3JnYW5pemF0aW9uSWQiOiJja2NhdjAyNm0wMHVpMDcxNTNhcjEyYjM5IiwiaWF0IjoxNTk0MDYyODIzLCJleHAiOjE1OTY2NTQ4MjN9.wbaVb6C88pFrWNHP59Q2SOp_wEkKehjSeTI0fh-q90Y""}],""classifications"":[]}",manjunathn04@gmail.com,CarDataset,1594062538000,1594062638000,9.016,images_6.jpg,-1,-1,,,Car_num_plate,[],https://editor.labelbox.com?project=ckcav36kp00y60720wmt4e4lz&label=ckcavoeh13unw0y6g3r347h9x
ckcavojk03mou0y6f4z3dgrlz,ckcav55w85spi0bo89thp0rwl,https://storage.labelbox.com/ckcav026m00ui07153ar12b39%2F3c16e99c-bd1c-3b29-1cb7-94446db11354-images_54.jpg?Expires=1595272423332&KeyName=labelbox-assets-key-1&Signature=GJiAJdIXBZVSVbHNrTqdX0-YTN4,"{""objects"":[{""featureId"":""ckcavoici3uof0y6g5wfwcx2b"",""schemaId"":""ckcavegzz3lza0y6fa11y43fh"",""title"":""Car_num_plate"",""value"":""car_num_plate"",""color"":""#FF0000"",""bbox"":{""top"":111,""left"":62,""height"":29,""width"":97},""instanceURI"":""https://api.labelbox.com/masks/feature/ckcavoici3uof0y6g5wfwcx2b?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJja2NhdjAyNzdmaHAwMDc3OGNtNW9hbTQ0Iiwib3JnYW5pemF0aW9uSWQiOiJja2NhdjAyNm0wMHVpMDcxNTNhcjEyYjM5IiwiaWF0IjoxNTk0MDYyODIzLCJleHAiOjE1OTY2NTQ4MjN9.wbaVb6C88pFrWNHP59Q2SOp_wEkKehjSeTI0fh-q90Y""}],""classifications"":[]}",manjunathn04@gmail.com,CarDataset,1594062545000,1594062638000,5.905,images_54.jpg,-1,-1,,,Car_num_plate,[],https://editor.labelbox.com?project=ckcav36kp00y60720wmt4e4lz&label=ckcavojk03mou0y6f4z3dgrlz
ckcavoop73up40y6g1nr12jni,ckcav55w65sma0bo8aezn6r2x,https://storage.labelbox.com/ckcav026m00ui07153ar12b39%2F532750b3-d873-ecdc-e0d5-b4dac985dd59-images_11.jpg?Expires=1595272423332&KeyName=labelbox-assets-key-1&Signature=Dfmcdt4Xz2OOZOmx33C-5km6fig,"{""objects"":[{""featureId"":""ckcavonki1oin0y47a1y32rfl"",""schemaId"":""ckcavegzz3lza0y6fa11y43fh"",""title"":""Car_num_plate"",""value"":""car_num_plate"",""color"":""#FF0000"",""bbox"":{""top"":109,""left"":87,""height"":40,""width"":135},""instanceURI"":""https://api.labelbox.com/masks/feature/ckcavonki1oin0y47a1y32rfl?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJja2NhdjAyNzdmaHAwMDc3OGNtNW9hbTQ0Iiwib3JnYW5pemF0aW9uSWQiOiJja2NhdjAyNm0wMHVpMDcxNTNhcjEyYjM5IiwiaWF0IjoxNTk0MDYyODIzLCJleHAiOjE1OTY2NTQ4MjN9.wbaVb6C88pFrWNHP59Q2SOp_wEkKehjSeTI0fh-q90Y""}],""classifications"":[]}",manjunathn04@gmail.com,CarDataset,1594062552000,1594062638000,3.26,images_11.jpg,-1,-1,,,Car_num_plate,[],https://editor.labelbox.com?project=ckcav36kp00y60720wmt4e4lz&label=ckcavoop73up40y6g1nr12jni
ckcavoumz1ojh0y47bx9va3ko,ckcav55w85spu0bo82wa72ufg,https://storage.labelbox.com/ckcav026m00ui07153ar12b39%2F1f9697ed-0a59-665b-edd6-07178302db7b-images_58.jpg?Expires=1595272423333&KeyName=labelbox-assets-key-1&Signature=E40R0lYQwimW1geRsIME1AryAX4,"{""objects"":[{""featureId"":""ckcavotq01ojd0y4748qgf4lp"",""schemaId"":""ckcavegzz3lza0y6fa11y43fh"",""title"":""Car_num_plate"",""value"":""car_num_plate"",""color"":""#FF0000"",""bbox"":{""top"":114,""left"":70,""height"":37,""width"":121},""instanceURI"":""https://api.labelbox.com/masks/feature/ckcavotq01ojd0y4748qgf4lp?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJja2NhdjAyNzdmaHAwMDc3OGNtNW9hbTQ0Iiwib3JnYW5pemF0aW9uSWQiOiJja2NhdjAyNm0wMHVpMDcxNTNhcjEyYjM5IiwiaWF0IjoxNTk0MDYyODIzLCJleHAiOjE1OTY2NTQ4MjN9.wbaVb6C88pFrWNHP59Q2SOp_wEkKehjSeTI0fh-q90Y""}],""classifications"":[]}",manjunathn04@gmail.com,CarDataset,1594062559000,1594062638000,3.675,images_58.jpg,-1,-1,,,Car_num_plate,[],https://editor.labelbox.com?project=ckcav36kp00y60720wmt4e4lz&label=ckcavoumz1ojh0y47bx9va3ko
ckcavozn13uq70y6gg0e9fwzv,ckcav55w65smm0bo80be95ldg,https://storage.labelbox.com/ckcav026m00ui07153ar12b39%2F35d587c0-e485-2576-cbae-bad032fbfaff-images_16.jpg?Expires=1595272423336&KeyName=labelbox-assets-key-1&Signature=HPD4svsHt5dDtgcEfw6G-wl8q1E,"{""objects"":[{""featureId"":""ckcavoyl93uq50y6gdjbq7sx4"",""schemaId"":""ckcavegzz3lza0y6fa11y43fh"",""title"":""Car_num_plate"",""value"":""car_num_plate"",""color"":""#FF0000"",""bbox"":{""top"":95,""left"":92,""height"":23,""width"":84},""instanceURI"":""https://api.labelbox.com/masks/feature/ckcavoyl93uq50y6gdjbq7sx4?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJja2NhdjAyNzdmaHAwMDc3OGNtNW9hbTQ0Iiwib3JnYW5pemF0aW9uSWQiOiJja2NhdjAyNm0wMHVpMDcxNTNhcjEyYjM5IiwiaWF0IjoxNTk0MDYyODIzLCJleHAiOjE1OTY2NTQ4MjN9.wbaVb6C88pFrWNHP59Q2SOp_wEkKehjSeTI0fh-q90Y""}],""classifications"":[]}",manjunathn04@gmail.com,CarDataset,1594062566000,1594062639000,3.762,images_16.jpg,-1,-1,,,Car_num_plate,[],https://editor.labelbox.com?project=ckcav36kp00y60720wmt4e4lz&label=ckcavozn13uq70y6gg0e9fwzv
ckcavpfjr3ms30y6f723f171b,ckcav55w95sq60bo87cgc8b71,https://storage.labelbox.com/ckcav026m00ui07153ar12b39%2Fadbab43e-0970-cb6a-340f-05a3701f9a73-images_61.jpg?Expires=1595272423336&KeyName=labelbox-assets-key-1&Signature=V9SRFbXySiswIfUXfPXA-vaufIQ,"{""objects"":[{""featureId"":""ckcavpejw3ms20y6fbf9ifhe2"",""schemaId"":""ckcavegzz3lza0y6fa11y43fh"",""title"":""Car_num_plate"",""value"":""car_num_plate"",""color"":""#FF0000"",""bbox"":{""top"":52,""left"":50,""height"":79,""width"":142},""instanceURI"":""https://api.labelbox.com/masks/feature/ckcavpejw3ms20y6fbf9ifhe2?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJja2NhdjAyNzdmaHAwMDc3OGNtNW9hbTQ0Iiwib3JnYW5pemF0aW9uSWQiOiJja2NhdjAyNm0wMHVpMDcxNTNhcjEyYjM5IiwiaWF0IjoxNTk0MDYyODIzLCJleHAiOjE1OTY2NTQ4MjN9.wbaVb6C88pFrWNHP59Q2SOp_wEkKehjSeTI0fh-q90Y""}],""classifications"":[]}",manjunathn04@gmail.com,CarDataset,1594062586000,1594062639000,8.225,images_61.jpg,-1,-1,,,Car_num_plate,[],https://editor.labelbox.com?project=ckcav36kp00y60720wmt4e4lz&label=ckcavpfjr3ms30y6f723f171b
